file,label,card_id,batch_id,sample_count,mean,std,rms,mean_abs,centered_mean_abs,median,mad_median,q05,q25,q75,q95,iqr,skewness,kurtosis_excess,amplitude_entropy,clip_pos_frac,clip_neg_frac,clip_total_frac,near_zero_frac,abs_gt_32_frac,abs_gt_64_frac,abs_gt_96_frac,active_frac_0_5std,active_frac_1std,active_frac_2std,d1_rms,d1_mean_abs,norm_d1_rms,norm_d1_mean_abs,norm_d2_rms,d1_abs_q50,d1_abs_q90,d1_abs_q95,d1_zero_frac,d1_gt_16_frac,d1_gt_32_frac,d1_gt_64_frac,zcr_centered,slope_change_rate,autocorr_1,autocorr_2,autocorr_4,autocorr_8,autocorr_16,autocorr_32,autocorr_64,autocorr_128,lagdiff_norm_2,lagdiff_norm_4,lagdiff_norm_8,lagdiff_norm_16,lagdiff_norm_32,local_rms_cv,local_abs_cv,energy_time_center,energy_time_spread,energy_first_half_frac,active_runs_per_ksample,active_longest_frac,spec_centroid_norm,spec_bandwidth_norm,spec_entropy,spec_flatness,spec_rolloff50_norm,spec_rolloff85_norm,spec_rolloff95_norm,spec_peak_norm,band_000_010k_frac,band_010_030k_frac,band_030_060k_frac,band_060_090k_frac,band_090_130k_frac,band_130_200k_frac,band_200_350k_frac,band_350_600k_frac,band_600_nyquist_frac,spec_low_mid_log_ratio,spec_high_low_log_ratio
C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\fingerprint_data\lxj\stages\auth_b\formal-20260724T015613346441Z-48d1054f.pm3,formal,lxj,lxj,36243,-11.412962503104048,19.792925597584205,22.84766107961082,14.277405292056397,10.130761648802432,-11.0,8.0,-26.0,-20.0,-4.0,0.0,16.0,2.083884040085123,31.567203578121457,0.6019617899843244,0.010181276384405264,0.007642855172033221,0.017824131556438486,0.3073696989763541,0.020059045884722567,0.019424440581629555,0.018486328394448585,0.3812598294843142,0.020721242722732666,0.019976271279971303,29.38969091198839,3.9719662270294136,1.4848583534096396,0.20067605506051142,2.753115041379104,0.0,1.0,1.0,0.5591026985265714,0.015424093593068814,0.014706693891065615,0.014375586336294906,0.027343965564814304,0.1583841505477222,-0.10312316579650922,0.3793815710050092,0.2619251576227069,0.25228776541372944,0.2635721366610037,0.18330241170988293,0.13308265148922963,-0.08206080733797705,1.1134570228563856,1.2137006944826028,1.2204664001062024,1.2111578282305742,1.275660785984757,0.9320107823899253,0.5849702103559937,0.19579428123216017,0.20347058467999798,0.8999966909147632,0.3586899539221367,0.004828518610490302,0.5336979258290323,0.3664808915512005,0.8367524886981409,0.40881029555137083,0.65673828125,0.9052734375,0.978515625,0.00537109375,0.23930494059347387,0.019688354868756718,0.011613166911177478,0.007215015971167205,0.008489430482265373,0.012674521222382964,0.041727780886972876,0.20337515893150063,0.455911630132303,1.4855640254417926,0.8641798849074521
C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\fingerprint_data\lxj\stages\auth_b\formal-20260724T015626693082Z-fb1a95ed.pm3,formal,lxj,lxj,36243,-10.995695720552934,19.259930850369607,22.17769737236048,14.213641254863008,9.974554712400181,-12.0,8.0,-26.0,-20.0,-4.0,0.0,16.0,3.4939728783619777,33.92358960574228,0.6022945922206848,0.01150567006042546,0.003614491074138454,0.015120161134563916,0.3021824904119416,0.019120933697541594,0.017299892393013824,0.016196230996330326,0.402643269045057,0.019948679745054217,0.018541511464282758,18.461764173101166,2.159400695325865,0.9585581753398079,0.11211881870720347,1.7673544413453088,0.0,1.0,1.0,0.5614756360024281,0.011561172120743889,0.010181557309199271,0.008912311682578224,0.019397384250317312,0.1630749703374631,0.5402703173508838,0.7238132156161305,0.7172164413715929,0.6429894297364138,0.5975070431313073,0.4334183820138696,0.27880421568482533,-0.08562184357806063,0.7428120067817192,0.7513033762684496,0.8434496197970409,0.8955916314827526,1.062797893631989,0.9015242354672066,0.5542368303942753,0.20176009292149313,0.20890799146925015,0.8928074734128307,1.1588444665176725,0.00430427944706564,0.2174305627590334,0.3466121080801924,0.665443189723916,0.21203423604442742,0.0068359375,0.76806640625,0.9560546875,0.00537109375,0.5861422256559782,0.09557263316710272,0.01800505223060379,0.005912373544083673,0.0075906745667801935,0.005829040990564918,0.02518457870497568,0.08379292523550266,0.17197049590440827,2.9057307378346877,-1.0148413774285554
C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\fingerprint_data\lxj\stages\auth_b\formal-20260724T015635913960Z-d57d8e78.pm3,formal,lxj,lxj,36243,-12.629169770714345,19.53862053194731,23.264858077988738,15.285627569461688,10.129333831977071,-12.0,8.0,-27.0,-22.0,-4.0,-1.0,18.0,2.105504199044566,32.166290466065824,0.6093296494598289,0.009712220290814777,0.007146207543525646,0.016858427834340425,0.2716110697238087,0.019865905140302956,0.018817426813453633,0.017962089231023923,0.3889026846563474,0.02022459509422509,0.019424440581629555,28.121541905513205,3.7561668782076043,1.4392798027645854,0.19224319711138008,2.672098928926069,0.0,1.0,1.0,0.5357320236190056,0.0154792781855306,0.01454114011368026,0.013547817449368137,0.026516196677887533,0.16911784994895285,-0.03646527084541516,0.42623323633279164,0.3042351171464574,0.2924606967774816,0.3114110498714289,0.20973311494281383,0.12639190330285244,-0.08785163182568864,1.070595403884796,1.1783851934856544,1.1871870751105826,1.171165282837877,1.254894012641315,0.9115942646766874,0.5628735320199915,0.19733439103560071,0.20758063414422417,0.8957389873179733,0.5242391634246613,0.004883701680324476,0.4930918588376907,0.38136412642080847,0.8184043991314807,0.39300122797749387,0.630859375,0.90185546875,0.97900390625,0.00537109375,0.2789919302361821,0.03846334471697085,0.013301292085207523,0.005997745485684032,0.007068622142326906,0.00866144204411991,0.045607169796050076,0.18226518790793583,0.4196432655855229,1.7029665570432728,0.5807517416187777
C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\fingerprint_data\lxj\stages\auth_b\formal-20260724T015638609370Z-990cb84c.pm3,formal,lxj,lxj,36243,-12.395000413873024,19.45843427710966,23.070905915817622,15.088982700107607,10.119944131858002,-12.0,8.0,-27.0,-21.0,-4.0,-1.0,17.0,2.092812197212626,32.17344632913696,0.6115290359266391,0.009546671081312253,0.007146207543525646,0.0166928786248379,0.27770879894048506,0.019672764395883342,0.018431145324614408,0.017575807742184698,0.39328973870816436,0.020638468117981403,0.019452032116546645,28.189301024245488,3.8114618398543127,1.448693179666905,0.19587710838266192,2.680074835686181,0.0,1.0,1.0,0.5357596159152365,0.01536890900060703,0.014485955521218476,0.014044478781524199,0.028199326747971966,0.16053640903948566,-0.0500731567375238,0.3933303593290402,0.34028666419966513,0.26249931205809024,0.28473209870328403,0.24281853746588836,0.15083344249194947,-0.0752864393307249,1.1009443900007274,1.1475873431029397,1.2124373168274534,1.194103781982862,1.2288021299344047,0.907236491317665,0.5602345744198276,0.19967820107999865,0.2080687592129601,0.8944881083043138,0.6346053030930111,0.004773335540656127,0.5072325694132569,0.3754733515747591,0.8215244940864175,0.3916321100764221,0.625,0.9150390625,0.97998046875,0.00537109375,0.2715483993373638,0.025767394343996417,0.010641801275970336,0.006128895084010653,0.006606554242240951,0.007604874607866307,0.0411938465501892,0.22201401445379015,0.408494220104572,1.7349935809048356,0.6968578217087795
C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\fingerprint_data\lxj\stages\auth_b\formal-20260724T015643348394Z-feb75409.pm3,formal,lxj,lxj,36243,-12.469166459730154,19.365192640989804,23.032385856074598,15.058963110117816,10.064247047783985,-12.0,8.0,-27.0,-21.0,-4.0,-1.0,17.0,2.069973832008674,32.81324368225031,0.6096610765961401,0.009657037220980604,0.0072013906133598215,0.016858427834340425,0.2776536158706509,0.019203708302292857,0.018155229975443533,0.01768617388185305,0.39055817675137267,0.019976271279971303,0.01876224374361946,28.050128269455303,3.790877986866067,1.4484817574229714,0.1957573083389841,2.707713510189073,0.0,1.0,1.0,0.5326416864411456,0.015672424259146847,0.014872247668450968,0.01443077092875669,0.027454334749737873,0.18045859661709113,-0.049775475637127295,0.4688876300462262,0.36819407940962146,0.28159225120199444,0.3163587557576956,0.24185576618524465,0.1539436654970962,-0.11531783560703829,1.029996046188863,1.1228437288108382,1.1961211406534384,1.166741034484255,1.2288700106702886,0.9033933051352698,0.5508079024356802,0.1993176928530839,0.20885667516416326,0.8939318176991482,1.0484783268493225,0.004856110145407389,0.5055023374186959,0.39027263337620155,0.8155689650726345,0.38459235459750907,0.63232421875,0.93408203125,0.978515625,0.00537109375,0.272330619144056,0.04148021126797992,0.013831232199631832,0.005954225592129125,0.010656520593808514,0.011361609885637822,0.03650936279897074,0.1669180163592896,0.4409582021584965,1.7404349295137211,0.6000397293385317
C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\fingerprint_data\lxj\stages\auth_b\formal-20260724T015648322183Z-74391b45.pm3,formal,lxj,lxj,36243,-11.185387523107911,19.3674088537399,22.36536205273728,14.45283227105924,10.02103710843412,-12.0,8.0,-26.0,-21.0,-4.0,0.0,17.0,3.553184695303388,33.67545108569895,0.6071893517173022,0.011726402339762161,0.0031730265154650554,0.014899428855227216,0.2952294236128356,0.019120933697541594,0.017465441602516348,0.016444554810584114,0.398559721877328,0.01981072207046878,0.01876224374361946,17.12269274090409,1.9260802383974394,0.8840982740754012,0.09944955739525828,1.5797087951955853,0.0,1.0,1.0,0.5508801942497654,0.010071188124275703,0.008360465757960378,0.007505104574802715,0.01901109210308482,0.16263348141607573,0.6089202774874656,0.6840930481675911,0.7073885702899001,0.6903250480750609,0.6045916031600146,0.44165215155981247,0.26679583073838664,-0.1048231509737541,0.7944006000321726,0.7641943625415868,0.7854187655525867,0.8874670008320281,1.0547600176456682,0.9013853360744157,0.551594444287136,0.2012094320523111,0.20879060773419064,0.8933829826379567,0.9657037220980603,0.00430427944706564,0.18228465363926705,0.30779472064958113,0.6560024261533085,0.2101447183440136,0.0068359375,0.64111328125,0.85791015625,0.00537109375,0.6060439770980551,0.10048937429394895,0.01773803679919299,0.005689424848356414,0.00731936360243363,0.006368611977650013,0.029150452128704377,0.10387276947377803,0.1233279897778804,2.8355553084813683,-1.167156823312728
C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\fingerprint_data\lxj\stages\auth_b\formal-20260724T015651166180Z-38626c07.pm3,formal,lxj,lxj,36243,-10.993129707805645,19.353696072671767,22.25790763854477,14.451176778964214,10.058395550348951,-12.0,8.0,-26.0,-21.0,-4.0,0.0,17.0,3.9156307418733527,33.79032077799356,0.6065160453522804,0.012057500758767211,0.0026211958171233067,0.014678696575890517,0.2956432966365919,0.018541511464282758,0.017189526253345473,0.016196230996330326,0.4059542532351075,0.019838313605385866,0.01829318765002897,14.651410016197172,1.662987693835881,0.7570342099608343,0.08592610360271646,1.3976889765050458,0.0,1.0,1.0,0.5478726339605982,0.01004359582804481,0.007643066055957177,0.006649743391645053,0.01796258484631091,0.16023288540603184,0.7132558990039806,0.8303904300314733,0.8118260546403276,0.766362733431262,0.703178752052637,0.5649401377486015,0.3084114110026279,-0.1431589662979554,0.5820994147906461,0.6128563249321688,0.6822943846005138,0.7690508942383055,0.9312239978117112,0.8929569825007598,0.5442698887834804,0.1997251559391488,0.21165509656280837,0.8914621178978483,1.0484783268493225,0.004800927075573214,0.17372081492372107,0.3213555639664927,0.6173120095686256,0.17347756520179203,0.00634765625,0.6630859375,0.94580078125,0.00537109375,0.6658936550203801,0.07153702609463954,0.02040464196349353,0.00786317752275839,0.006453587097255813,0.005411709846458263,0.02472622932273506,0.07103894168027179,0.12667103145200725,3.040971799057451,-1.3539873152147115
C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\fingerprint_data\lxj\stages\auth_b\formal-20260724T015657118919Z-8d1a3433.pm3,formal,lxj,lxj,36243,-11.552161796760753,19.74326718189325,22.874637509568576,14.422398808045692,10.14842779230945,-12.0,8.0,-26.0,-20.0,-4.0,0.0,16.0,2.122845495198956,31.35309690207231,0.6047254718531959,0.009794994895566041,0.007146207543525646,0.016941202439091686,0.30229285655161,0.020169412024390918,0.01947962365146373,0.018238004580194797,0.3796871119940402,0.020721242722732666,0.01992108821013713,28.915850330035838,3.876524474366757,1.4645929705370577,0.19634665522441783,2.7017232225152394,0.0,1.0,1.0,0.5570332763092545,0.01523094751945257,0.014375586336294906,0.013796148115446168,0.028806357265051596,0.15899119781462984,-0.07321703863970314,0.3589126655358748,0.31719725286118083,0.2826586634134931,0.3016506805561443,0.22945903416496533,0.1303189699908637,-0.08200324778226079,1.1317620009889748,1.167531922182296,1.195808251266275,1.1799557356641683,1.2396714281764127,0.9283406141554467,0.5824989428774175,0.19718275874693103,0.20402978227622345,0.8990336691646222,0.3035068840879618,0.004745744005739039,0.5212572457692243,0.3687136236546152,0.8351523699838724,0.42635819958121346,0.630859375,0.92529296875,0.98583984375,0.00537109375,0.24951046876872568,0.016399306106073496,0.012896973467699854,0.005621725874922205,0.008931273473540518,0.0086091708629796,0.05680621916299678,0.21370879479632737,0.42751606748673443,1.341743016917574,0.8128983813648046
C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\fingerprint_data\lxj\stages\auth_b\formal-20260724T015730478259Z-89ca3eb0.pm3,formal,lxj,lxj,36243,-11.922881659906741,19.22422785377004,22.621362550691067,14.478795905416218,9.989264291579758,-12.0,8.0,-26.0,-21.0,-4.0,0.0,17.0,1.9468633122705046,33.03784944774543,0.6035189326995879,0.009353530336892641,0.007366939822862345,0.016720470159754988,0.29528460668266976,0.01895538448803907,0.017962089231023923,0.017299892393013824,0.42882763568137294,0.020003862814888394,0.018789835278536546,27.73433701368891,3.7244357375420782,1.4426762533533937,0.1937365581531892,2.677079016885726,0.0,1.0,1.0,0.5438993433033497,0.015424093593068814,0.0147618784835274,0.014044478781524199,0.027592296230892335,0.16390276206506443,-0.04138446061342086,0.42010737470253834,0.2990392571933441,0.2656746645293865,0.30895179286803526,0.2341201309038256,0.12485089480523853,-0.16356044275506865,1.0763564556829819,1.1828881566048168,1.2097494443077486,1.1736245992212648,1.2357149625024895,0.9055588145177411,0.5553664160424904,0.20026349829328077,0.2087017610007072,0.8936622873531306,1.1036613966834976,0.004773335540656127,0.5050626937005883,0.3753682213866277,0.8153974912724127,0.3999250671277482,0.63671875,0.88720703125,0.978515625,0.00537109375,0.27359604671586524,0.022674131962451764,0.012553193208757458,0.0066966674170645364,0.006626530376951414,0.013105455934589193,0.040141969113007735,0.1953879135257194,0.4292180917455934,1.6619805863278014,0.6828988634049575
C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\fingerprint_data\lxj\stages\auth_b\formal-20260724T015735658680Z-266405a4.pm3,formal,lxj,lxj,36243,-11.272880280329995,19.8315793133901,22.811605990765646,14.587782468338714,10.125260210544857,-12.0,8.0,-26.0,-21.0,-4.0,0.0,17.0,3.251078848901554,32.66043114887886,0.6052081336419272,0.01216786689843556,0.004497420191485252,0.01666528708992081,0.29178048174819965,0.019645172860966256,0.01851391992936567,0.01776894848660431,0.3781419860386833,0.02022459509422509,0.01917611676737577,22.010359095449193,2.5524253628386955,1.1098641589572242,0.12870509819232204,2.0711785676548318,0.0,1.0,1.0,0.5532807240218531,0.010705810937586225,0.009822857458197672,0.00932619612604161,0.021080514320401745,0.1534449932397009,0.3837039251142986,0.6810101245759448,0.6640899947429206,0.638077659194297,0.5571279106434929,0.44091592485693865,0.2475136563427731,-0.027100450796362863,0.7983464200630468,0.8189247866618272,0.8494353951304424,0.9397059242891164,1.0560231757229839,0.9296090626300786,0.5723893083021393,0.19438526728401004,0.2052622315118276,0.8988611069728452,0.8553375824297106,0.004745744005739039,0.33518512447244736,0.39744405854494025,0.7266540265537591,0.27702799284726304,0.01416015625,0.9169921875,0.98095703125,0.00537109375,0.48505723273671514,0.051914585662044474,0.016817961721285357,0.006541847204479618,0.006409707379183839,0.008122627252407984,0.027793832280459757,0.11701176871005053,0.2803304370533733,2.583123302164031,-0.34373091145373974
C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\fingerprint_data\lxj\stages\auth_b\formal-20260724T015740701298Z-21720788.pm3,formal,lxj,lxj,36243,-12.066136909196258,19.655231657157536,23.063386382055782,14.842948983251938,10.110358310533202,-12.0,8.0,-26.0,-21.0,-4.0,0.0,17.0,2.160203681118145,32.151047565890934,0.6047535474940506,0.010126093314571089,0.007366939822862345,0.017493033137433434,0.28543442871726954,0.019755539000634606,0.018707060673785282,0.018265596115111884,0.42935187484479764,0.020500510443395965,0.019562398256214992,28.604492406221084,3.85806522818829,1.455311893808417,0.19628693751789789,2.700289874682164,0.0,1.0,1.0,0.5297444953369019,0.015203355223221677,0.014347994040064014,0.014016886485293307,0.027675073119585013,0.17240142380177148,-0.059677411750460076,0.4090853762218614,0.346705328297178,0.3300541645722322,0.3531284349202899,0.24012165575482922,0.13354021675675834,-0.1143625912002018,1.0864523075619321,1.1418557808260708,1.1551872281052133,1.1350513411549579,1.2303858235020924,0.9210806987786234,0.5727098134047401,0.1952073112969485,0.20628109089843205,0.8976896105854446,0.5794222332588362,0.004828518610490302,0.5117302171833679,0.3804494636845986,0.8244914589180327,0.4041368125979808,0.6298828125,0.92919921875,0.99169921875,0.00537109375,0.26526954701021627,0.02671616516216383,0.013095863054114656,0.005764096538928834,0.010078270805006964,0.009101938812698376,0.04147780314332658,0.19431647638229757,0.4341798390912469,1.634044815298982,0.7040336088489377
C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\fingerprint_data\lxj\stages\auth_b\formal-20260724T015743602069Z-c443bb17.pm3,formal,lxj,lxj,36243,-11.32276577546009,19.055101200705614,22.16533118577439,14.537676240929283,9.931552339531986,-12.0,8.0,-26.0,-21.0,-4.0,0.0,17.0,3.801302552141145,34.82628628165254,0.607462370179416,0.011422895455674199,0.0028695196313770935,0.014292415087051293,0.2875589769058853,0.018238004580194797,0.0166928786248379,0.015451259553568965,0.3937863863366719,0.019424440581629555,0.017851723091355572,17.07358844319747,2.0403399370895645,0.8960114282974908,0.10707578593253603,1.629408181671482,0.0,1.0,1.0,0.5443684123392749,0.01051266486396998,0.009353788422272502,0.00874675790519287,0.020611445284476573,0.1544659363704092,0.5983007681491567,0.7214528091288919,0.7330963516909934,0.7057958439568067,0.6386279146220344,0.46665977865499714,0.27476661022344406,-0.10042864580850211,0.7459318085643682,0.7298250297504962,0.7654976363842286,0.8483723312802804,1.0308391404654476,0.883755563449426,0.5267696653141039,0.2010804051209635,0.2128515277031726,0.8896270337933665,1.462351350605634,0.003090251910713793,0.22878650932749575,0.34512558098559676,0.6850236111099388,0.2374858392253014,0.00732421875,0.76123046875,0.9365234375,0.005859375,0.5548290268927891,0.09771266808489742,0.01999763143723318,0.007539084528605938,0.007409275328750241,0.009036734707095102,0.0230464374453466,0.10322361253809,0.17720552903719242,2.8460986510920057,-0.8858870233860061
C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\fingerprint_data\lxj\stages\auth_b\formal-20260724T015746566657Z-5e40ff27.pm3,formal,lxj,lxj,36243,-12.218745688822668,18.996160601554752,22.58654165223582,14.651601688601938,9.97598745783512,-12.0,8.0,-26.0,-21.0,-4.0,0.0,17.0,1.7823006723210635,32.941116666419994,0.6056263518433308,0.008498192754462931,0.0075048974974477834,0.016003090251910712,0.28907651132632506,0.019341665976878294,0.01776894848660431,0.016637695555003724,0.4304831277763982,0.020197003559308004,0.019038159092790333,26.865731609324445,3.6001600353181393,1.4142716611442843,0.18952040419280736,2.6238334738592863,0.0,1.0,1.0,0.5387671762044037,0.015617239666685061,0.014927432260912752,0.01418244026267866,0.02577120467965344,0.1561767059407853,-0.0008001458070732544,0.4413269231458385,0.3468055345436582,0.2948960085630103,0.33214222776804125,0.23424469583740082,0.11596021140881499,-0.1475757509453094,1.0564767994262214,1.1418570053903982,1.1853961148180145,1.1537168090382781,1.23560177224438,0.892443711469967,0.5475285375040119,0.20125249413932736,0.21173415536026344,0.8903797574596798,0.689788372927186,0.004828518610490302,0.484576718604529,0.3819430242408039,0.807009300621475,0.3691693854722736,0.5986328125,0.89794921875,0.978515625,0.00537109375,0.29323992287391915,0.03242778210058031,0.015255082049149478,0.006525567846956748,0.007862804184605473,0.010764209208932342,0.0323249460550545,0.19489261333326635,0.40670707234753556,1.9197328176717467,0.5489762152796628
C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\fingerprint_data\lxj\stages\auth_b\formal-20260724T015751312417Z-1b978820.pm3,formal,lxj,lxj,36243,-11.926689291725298,19.11198294531133,22.52806715107237,15.03079215296747,9.964452542711824,-12.0,8.0,-27.0,-21.0,-4.0,-1.0,17.0,3.619338226495325,34.652283540036386,0.6109579965490529,0.011533261595342549,0.0031178434456308806,0.014651105040973429,0.2714179289793891,0.018679469138868195,0.0171343431835113,0.015451259553568965,0.4195016968793974,0.019672764395883342,0.01840355378969732,20.390852780203005,2.4665857292643896,1.0669145550491095,0.12905964474343087,1.949930051539536,0.0,1.0,1.0,0.5389603222780199,0.011147287677280503,0.010319518790353734,0.009602119088350533,0.02292919816787153,0.16227477166744847,0.43044466021578104,0.6239635712036832,0.6221911415397765,0.5792587402895258,0.52490449174413,0.4042451442028456,0.25603021150094507,-0.08637702549717922,0.8666620999437316,0.8682651695521435,0.9153363630332857,0.9725975866358867,1.0892979745074647,0.8881387102494371,0.5377748958952647,0.20449300730678135,0.21113907824803932,0.8899842049308776,1.2968021411031097,0.004276687912148553,0.26290315057294933,0.35862515136447465,0.705767276908742,0.26310966574722805,0.00830078125,0.8056640625,0.93896484375,0.00537109375,0.5281969557139082,0.08221186784443738,0.017226587514088405,0.006095055439900246,0.006312929168366959,0.007569625086032736,0.02612210874964772,0.1243272833050368,0.2019375871785816,2.762627709914924,-0.6639141947330468
