group,label,source_file,output_file,config_file,status,error,original_sample_count,activity_interval_count,detected_frame_count,sector0_frame_count,sector0_auth_types,sector0_read_blocks,crop_start_sample,crop_end_sample,cropped_sample_count,crop_start_ms,crop_end_ms,post_sector0_frame_count
ypz,magic,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\ypz\magic-007.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\ypz.json,ok,,36243,27,18,10,A/B,0,9197,26547,17350,5.4259587020648965,15.661946902654867,5
ypz,magic,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\ypz\magic-008.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\ypz.json,ok,,36243,25,18,10,A/B,0,7981,25267,17286,4.708554572271387,14.906784660766961,5
ypz,magic,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\ypz\magic-009.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\ypz.json,ok,,36243,21,17,10,A/B,0,5261,22547,17286,3.1038348082595872,13.302064896755162,5
ypz,magic,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\ypz\magic.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\ypz.json,ok,,36243,27,18,10,A/B,0,7309,24627,17318,4.312094395280236,14.529203539823008,5
zxh,formal,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\formal-001.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,ok,,36243,18,14,10,A/B,0,8525,26003,17478,5.0294985250737465,15.341002949852507,1
zxh,formal,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\formal-002.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,ok,,36243,22,14,10,A/B,0,8525,26035,17510,5.0294985250737465,15.359882005899705,1
zxh,formal,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\formal-003.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,rejected,cannot locate the first sector operation after selection,,,,,,,,,,,,
zxh,formal,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\formal-004.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,ok,,36243,18,14,10,A/B,0,8781,26291,17510,5.180530973451328,15.510914454277287,1
zxh,formal,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\formal-005.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,ok,,36243,18,14,10,A/B,0,9069,26451,17382,5.350442477876106,15.605309734513275,1
zxh,formal,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\formal-006.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,ok,,36243,20,14,10,A/B,0,9613,27091,17478,5.671386430678466,15.982890855457226,1
zxh,formal,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\formal-007.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,ok,,36243,18,14,10,A/B,0,6637,24115,17478,3.9156342182890858,14.227138643067846,1
zxh,formal,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\formal-008.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,ok,,36243,18,14,10,A/B,0,6381,23795,17414,3.7646017699115046,14.03834808259587,1
zxh,formal,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\formal-009.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,ok,,36243,19,14,10,A/B,0,9645,27091,17446,5.690265486725664,15.982890855457226,1
zxh,formal,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\formal.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,rejected,cannot locate the first sector operation after selection,,,,,,,,,,,,
zxh,magic,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\magic-001.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,rejected,"incomplete transaction: expected 10 RF frames, found 9",,,,,,,,,,,,
zxh,magic,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\magic-002.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,rejected,ambiguous authentication 2 frame gap 2: 1.473 ms,,,,,,,,,,,,
zxh,magic,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\magic-003.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,rejected,"incomplete transaction: expected 10 RF frames, found 9",,,,,,,,,,,,
zxh,magic,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\magic-004.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,rejected,ambiguous authentication 2 frame gap 2: 1.340 ms,,,,,,,,,,,,
zxh,magic,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\magic-005.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,rejected,ambiguous authentication 2 frame gap 2: 1.378 ms,,,,,,,,,,,,
zxh,magic,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\magic-006.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,rejected,ambiguous authentication 2 frame gap 2: 1.359 ms,,,,,,,,,,,,
zxh,magic,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\magic-007.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,rejected,ambiguous authentication 2 frame gap 2: 1.397 ms,,,,,,,,,,,,
zxh,magic,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\magic-008.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,rejected,ambiguous authentication 2 frame gap 2: 1.359 ms,,,,,,,,,,,,
zxh,magic,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\magic-009.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,rejected,ambiguous authentication 2 frame gap 2: 1.359 ms,,,,,,,,,,,,
zxh,magic,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\capture\zxh\magic.pm3,,C:\Users\李\Desktop\WorkDocument\Grade3-b\Singapore\rrg_other\client\lock\config\zxh.json,rejected,ambiguous authentication 2 frame gap 2: 1.397 ms,,,,,,,,,,,,
